Interest_Areas,Preferred_Work_Style,CGPA,Soft_Skills,Programming_Languages,Tools_Techstack,Certifications,Wants_to_Go_for_Masters,Interested_in_Research,Current_Projects_Count,Extracurricular_Interests,Favourite_Subjects,Internship_Experience,Problem_Solving_Style,Recommended_Career
"Quality Assurance / Testing, Software Engineering",Remote,8.5,"Time Management, Emotional Intelligence, Adaptability, Collaboration, Analytical Thinking",,"Bitbucket, Figma, Terraform, AWS","Tableau Desktop Specialist, Deep Learning Specialization (Coursera), Offensive Security Certified Professional (OSCP)",True,True,6,"Student Government, 3D Modeling","Bioinformatics, Psychology",1,Analytical,Research Intern (AI/ML)
"Natural Language Processing, Bioinformatics",Hybrid,9.2,"Resilience, Communication, Time Management, Work Ethic","MATLAB, Haskell, Lisp, Scala","Insomnia, PyTorch","Cisco CCNA, AWS Certified Security Specialty",True,False,5,"Debate Clubs, 3D Modeling, Graphic Design, Animation Design","Cryptography, Biology, Business Intelligence, Big Data Analytics",1,"Result-Oriented, Analytical",Cybersecurity Analyst
Mobile App Development,Remote,7.5,"Critical Thinking, Adaptability, Attention to Detail, Negotiation","Julia, Shell (Bash), Ruby","PostgreSQL, Cypress, Core Data, Express.js, Tableau","iOS App Development with Swift (Apple), Google UX Design Certificate, AWS Certified Security Specialty",True,True,1,"AR/VR Projects, Animation Design","Mobile Application Development, Object-Oriented Programming",3,Problem Solving,Mobile Developer (iOS)
Site Reliability Engineering (SRE),Hybrid,6.4,"Analytical Thinking, Customer Focus",,"Pytest, Confluence","SAFe Agilist Certification, IBM Data Science Professional Certificate",False,False,0,Photography,"Quantum Computing, Operating Systems, Business Intelligence, Psychology",1,"Intuitive, Logical",Systems Engineer
Cloud Computing,On-site,9.8,"Attention to Detail, Presentation Skills","Ruby, Go, Shell (Bash), Python","Docker, Azure, AWS",Microsoft Certified Azure Fundamentals,True,True,5,"Mentorship Programs, Podcast Creation, Hackathons","Operating Systems, Computer Networks",4,"Systematic, Collaborative",Cloud Engineer
Backend Development,Hybrid,7.0,"Work Ethic, Decision Making","SQL, C#, Python, Ruby, Go, Java","Docker, Jenkins, GitLab CI/CD, TensorFlow, Looker, Jupyter Notebook","Oracle Certified Java Programmer, AWS Certified Cloud Practitioner",True,True,1,"Debate Clubs, Entrepreneurship Clubs","Database Management Systems, Quantum Computing, Machine Learning, Software Engineering",4,"User-Centered, Problem Solving",Software Developer (Backend)
"Data Science, Academic Research",Remote,7.6,"Conflict Resolution, Adaptability, Problem Solving, Critical Thinking","Go, C++, Dart","Bitbucket, Pandas, Django, MongoDB",Responsive Web Design (freeCodeCamp),True,True,2,"Graphic Design, Event Management, 3D Modeling","Cloud Infrastructure, Virtualization and Containers",3,"User-Centered, Result-Oriented",AI Prompt Engineer
"Platform Engineering, Data Science",Hybrid,9.2,Resilience,C#,"Jest, Node.js, TensorFlow",Microsoft Certified: Power BI Data Analyst Associate,False,False,3,"Technical Writing, AR/VR Projects","Chemistry, Physics, Machine Learning",2,Big Picture Thinker,Platform Engineer
"Game Development, Database Engineering, Cloud Computing",On-site,6.7,Active Listening,"Julia, Go, C#, Rust","Scikit-learn, Express.js, Cypress","SAFe Agilist Certification, Machine Learning (Stanford/Coursera), Microsoft Certified: SQL Associate",True,True,3,"Open Source Contributions, Gaming, Sports","Natural Language Processing, Mobile Application Development, Blockchain, Big Data Analytics",2,"Logical, Result-Oriented",Ph.D. Candidate
"Site Reliability Engineering (SRE), Technical Writing, Machine Learning",Remote,9.5,"Goal-Oriented Mindset, Leadership, Creative Thinking, Multitasking",Lisp,"Grafana, Flask, Pytest, Adobe XD, CircleCI, PyCharm","Docker Certified Associate, AWS Certified Cloud Practitioner, HashiCorp Certified: Terraform Associate, Kubernetes Certified Administrator (CKA)",True,True,0,"Innovation Challenges, Sports, Animation Design","Cryptography, Physics, Operating Systems, Cloud Computing",1,"User-Centered, Problem Solving",DevOps Engineer
"Backend Development, Database Engineering",Remote,9.1,Creative Thinking,,"Git, Docker, Django","Microsoft Certified: SQL Associate, Oracle Certified Java Programmer, AWS Certified Cloud Practitioner, Backend Development (Node.js)",False,True,5,"Startup Ideation Events, Community Service, Blogging, AR/VR Projects","Physics, Data Structures and Algorithms, Virtualization and Containers, Software Engineering",3,Systematic,Software Developer (Backend)
"Systems Programming, Machine Learning",Hybrid,8.2,"Communication, Leadership",,"Jira, ELK Stack","Oracle Certified Java Programmer, HashiCorp Certified: Terraform Associate, Microsoft Certified: Power BI Data Analyst Associate",False,False,6,"Workshop Hosting, Event Management","Distributed Systems, Mobile Application Development, Compiler Design, IoT (Internet of Things)",4,"Experimental, Analytical",Security Engineer
"Backend Development, Ethical Hacking, Education Technology",Hybrid,9.3,"Analytical Thinking, Goal-Oriented Mindset, Planning and Organization, Negotiation, Resilience","PHP, Rust, JavaScript","Jenkins, Adobe XD, Kubernetes","Linux Foundation Certified Kubernetes Admin, Offensive Security Certified Professional (OSCP), IBM Data Science Professional Certificate",True,True,1,"AR/VR Projects, Debate Clubs","Cryptography, Theory of Computation, Artificial Intelligence",4,"Experimental, Analytical",Technical Program Manager (TPM)
Software Engineering,Hybrid,8.5,"Attention to Detail, Teamwork",,"PostgreSQL, Helm, Unreal Engine, Pandas, Power BI",Docker Certified Associate,False,False,4,"Coding Clubs, Innovation Challenges, Robotics Competitions, Open Source Contributions","Bioinformatics, Cloud Infrastructure, Project Management",2,Data-driven,AI Ethicist
Database Engineering,Remote,7.3,"Leadership, Empathy","PHP, SQL, Shell (Bash), JavaScript","React Native, Flask, Android Studio, Weights & Biases",Offensive Security Certified Professional (OSCP),True,True,8,"Community Service, AR/VR Projects","Cryptography, Compiler Design",0,Logical,Data Engineer
Academic Research,Hybrid,7.8,"Empathy, Creative Thinking, Teamwork",PHP,"Figma, Pytest, Terraform, Azure","Deep Learning Specialization (Coursera), Salesforce Certified Administrator, Certified ScrumMaster (CSM)",False,False,4,Workshop Hosting,"Human Computer Interaction, Information Security, Distributed Systems",4,"Pragmatic, Collaborative",IoT Engineer
"Automation, Cloud Computing",Remote,8.9,"Attention to Detail, Business Communication, Emotional Intelligence, Creative Thinking",Go,"Jest, Ansible, Prometheus, Power BI","AWS Certified Cloud Practitioner, HashiCorp Certified: Terraform Associate, Kubernetes Certified Administrator (CKA)",True,True,7,"Student Government, Case Competitions","Distributed Systems, Linear Algebra, Business Intelligence",3,Systematic,DevOps Engineer
"Networking, Cloud Computing",Hybrid,7.2,"Customer Focus, Goal-Oriented Mindset",Python,"Git, Sketch, AWS",Microsoft Certified Azure Fundamentals,True,True,6,"Open Source Contributions, Event Management, Gaming","Operating Systems, Computer Networks",1,"Systematic, Collaborative",Cloud Engineer
"Deep Learning, Frontend Development",Remote,8.8,Innovative Thinking,Scala,"Pandas, Tableau, AWS, PyCharm","Microsoft Certified: Power BI Data Analyst Associate, Salesforce Certified Administrator",True,True,2,Student Government,"Linear Algebra, User Interface Design, Object-Oriented Programming",4,"User-Centered, Logical",MS in Computer Science
Web Development,Remote,9.9,Accountability,"HTML, JavaScript, CSS, TypeScript","PyTorch, JUnit, Sketch, Webpack","Responsive Web Design (freeCodeCamp), Frontend Development Libraries (freeCodeCamp), Certified ScrumMaster (CSM)",False,False,4,"Workshop Hosting, Technical Writing, Photography","Human Computer Interaction, Computer Architecture, User Interface Design",1,User-Centered,Software Developer (Frontend)
"UI/UX Design, Site Reliability Engineering (SRE), Business Analysis",Remote,8.0,"Creative Thinking, Goal-Oriented Mindset, Empathy, Work Ethic","SQL, CSS","Pytest, GCP","Google Data Analytics Certificate, ISTQB Foundation Level",False,False,3,AR/VR Projects,"Distributed Systems, Sociology",2,"Logical, Analytical",Product Manager
"Site Reliability Engineering (SRE), Mobile App Development, Quantum Computing",On-site,8.2,Resilience,"MATLAB, Scala, Lisp, Ruby","Confluence, TensorFlow, React Native, Looker, PyCharm","Google Cloud Associate Cloud Engineer, AWS Certified Security Specialty",True,False,1,"Sports, Robotics Competitions, Debate Clubs","Biology, Big Data Analytics, Quantum Computing",1,Innovative,Systems Engineer
Mobile App Development,On-site,7.7,"Customer Focus, Planning and Organization, Teamwork, Communication","C++, Kotlin, Java","Gradle, Cypress, Git, Google Colab, Firebase","Android Developer Certification (Google), Microsoft Certified Azure Fundamentals",True,False,4,"Video Editing, Gaming","Distributed Systems, Computer Architecture, Project Management, Software Engineering",4,Problem Solving,Mobile Developer (Android)
"Ethical Hacking, Backend Development",Remote,6.4,"Accountability, Critical Thinking, Adaptability, Customer Focus, Work Ethic","MATLAB, Python","Bitbucket, TensorFlow, Postman, Unreal Engine","AWS Certified Cloud Practitioner, Microsoft Certified: SQL Associate",True,True,5,"Music, Robotics Competitions, AR/VR Projects, Community Service","Entrepreneurship, Machine Learning, Computer Networks",1,Systematic,Blockchain Developer
"Deep Learning, Database Engineering",Hybrid,6.6,"Creative Thinking, Adaptability, Emotional Intelligence, Analytical Thinking, Teamwork","MATLAB, Kotlin, Swift, Dart","Node.js, TensorFlow, Insomnia, Swagger, Podman",,False,False,2,,"Probability and Statistics, Data Mining, Entrepreneurship, Sociology",3,Logical,AR/VR Developer
"Game Development, Business Analysis",Hybrid,9.8,"Decision Making, Conflict Resolution",MATLAB,"Power BI, Cypress","Microsoft Certified Azure Fundamentals, Cisco CCNA",False,False,4,"Technical Writing, Student Government, Music","Natural Language Processing, Compiler Design",0,"Analytical, Big Picture Thinker",Game Developer
"Systems Programming, Quality Assurance / Testing, Software Engineering",Remote,8.1,"Critical Thinking, Communication",,"Node.js, Terraform, GCP, Laravel, AWS",,True,True,7,,"Bioinformatics, Psychology",3,"Result-Oriented, Analytical",Research Intern (AI/ML)
Systems Programming,On-site,8.6,"Empathy, Decision Making, Accountability","PHP, Go, C++, Python","Django, IntelliJ IDEA, ELK Stack, Jira",,True,False,2,"Student Government, Sports, Blogging, Photography","Distributed Systems, Mobile Application Development, Compiler Design, Cloud Computing",4,Data-driven,Security Engineer
"Natural Language Processing, Bioinformatics, Site Reliability Engineering (SRE)",Remote,9.3,"Planning and Organization, Communication","PHP, Lisp, C++, Scala","Sketch, NumPy, PyTorch, Power BI, Jira","Certified Ethical Hacker (CEH), Google UX Design Certificate, Backend Development (Node.js)",True,True,5,Startup Ideation Events,"Cryptography, Ethical Hacking, Big Data Analytics",3,"Detail-Oriented, Strategic",Cybersecurity Analyst
"Backend Development, Mobile App Development, Frontend Development",Hybrid,8.9,"Attention to Detail, Decision Making, Customer Focus, Collaboration","SQL, Go, Java, Python","Node.js, Flask, GitHub, Mocha, Google Colab","Microsoft Certified: SQL Associate, Oracle Certified Java Programmer, AWS Certified Cloud Practitioner, Backend Development (Node.js)",True,False,4,Hackathons,"Linear Algebra, Operating Systems, Software Engineering",0,Logical,Software Developer (Backend)
"Academic Research, Cloud Computing",Remote,8.0,"Adaptability, Analytical Thinking, Resilience, Time Management, Innovative Thinking",,"Cypress, Terraform, Azure, React Native, Kafka",,True,False,3,"Coding Clubs, Video Editing, Animation Design","Human Computer Interaction, IoT (Internet of Things), User Interface Design",1,"Pragmatic, Creative",IoT Engineer
"Deep Learning, Database Engineering, Cloud Computing",On-site,8.6,"Problem Solving, Teamwork, Analytical Thinking, Planning and Organization",,"Node.js, Figma, TensorFlow, PyCharm",HashiCorp Certified: Terraform Associate,False,False,1,"Tech Meetups, Video Editing, Animation Design, Gaming","Data Mining, Artificial Intelligence, IoT (Internet of Things)",3,Logical,AR/VR Developer
"Deep Learning, Design Systems, Ethical Hacking",Hybrid,9.3,"Negotiation, Business Communication","Shell (Bash), JavaScript","Vue.js, Ansible, Flask, Weights & Biases, DBT, Google Colab",Microsoft Certified: SQL Associate,False,False,2,"Gaming, Open Source Contributions, Graphic Design","Artificial Intelligence, Sociology",2,"Intuitive, Analytical",Technical Writer
UI/UX Design,Remote,8.3,"Empathy, Critical Thinking","Go, C#","Cypress, GCP, Pandas, MongoDB, IntelliJ IDEA",,True,False,6,"Animation Design, Hackathons, AR/VR Projects","Distributed Systems, Information Security",1,Logical,Product Manager
"Artificial Intelligence, Big Data",On-site,8.6,Leadership,"SQL, R, Python","Spark, GCP","Machine Learning (Stanford/Coursera), Deep Learning Specialization (Coursera), IBM Data Science Professional Certificate",False,False,3,Video Editing,"Business Intelligence, Big Data Analytics",2,"Data-driven, Experimental",Data Scientist
"Infrastructure, Cloud Computing",On-site,6.2,"Teamwork, Leadership, Strategic Thinking, Time Management","C#, Rust","Terraform, GCP, Kubernetes, Laravel, AWS, Confluence","Microsoft Certified Azure Fundamentals, AWS Certified Cloud Practitioner, AWS Certified Solutions Architect - Associate",True,False,6,"Photography, Graphic Design, Mentorship Programs","Distributed Systems, Security",4,"Strategic Thinking, Collaborative",Cloud Engineer
"Web Development, Database Engineering",Remote,8.3,"Multitasking, Communication, Collaboration, Analytical Thinking, Negotiation",C#,"PostgreSQL, Docker, Figma, Prometheus, Adobe XD",,False,False,6,"Public Speaking, Animation Design, Graphic Design","User Interface Design, Economics",1,Detail-Oriented,Project Manager
"Platform Engineering, Frontend Development, Entrepreneurship",Remote,9.4,"Multitasking, Empathy, Critical Thinking, Problem Solving",Julia,"NumPy, Mocha, Kubernetes, Express.js, JUnit, MongoDB","Responsive Web Design (freeCodeCamp), AWS Certified Cloud Practitioner",True,True,3,"Volunteering, Blogging, Teaching/TA Work","Ethical Hacking, Project Management, Data Structures and Algorithms, Psychology",2,"Detail-Oriented, Intuitive",Business Analyst
DevOps,Remote,9.1,"Strategic Thinking, Work Ethic, Teamwork, Time Management","MATLAB, Go, JavaScript, Python","Airflow, Jupyter Notebook, Unity, Spring Boot","SAFe Agilist Certification, Salesforce Certified Administrator",False,False,7,"Blogging, Gaming","Software Engineering, Entrepreneurship, Sociology, Web Technologies",0,"Analytical, Innovative",Big Data Engineer
